0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156.23,159.48,105.8,73.919,481.87,474.59,139.77,151.78,134.83,72.025,118.83,129.87,154.66,157.95,481.4,474.12,132.69,145.2,690.34,690.84,829.37,828.81,218.63,219.49,170.97,161.89,227.06,227.32,190.89,191.26,380.07,369.3,494.41,489.31,354.71,345.12,316.29,324.84,157.83,156.59,13.32,24.282,355.72,365.05,431.32,437.21,310.94,310.87,296.92,305,344.09,351.41,1315.4,1327.3,244.63,233.66,354.69,364.93,376.57,379.04,72.669,93.954,226.14,196.13,264.27,265.51,72.397,93.77,226.08,196.07,262.55,263.8,1450.5,1437.3,1482.6,1485.1,296.68,297.61,802.74,800.82,293.72,294.64,802.17,800.25,276.06,277.62,90.243,89.293,32.328,26.018,0.0017692,3.012,0.0059718,3.0066,97.333,104.77,0.0059718,3.0066,0.0142,2.997,96.74,105.85,415.62,412.11,114.19,115.68,256.12,256.2,150.38,153.94,197.04,195.65,267.71,267.68,217.9,216.56,19.378,31.706
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.65,157.94,481.38,474.11,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.319,24.281,355.73,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.04,72.69,93.971,226.15,196.14,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.264,89.313,32.339,26.038,0.0017714,3.0119,0.0023721,3.0098,97.31,104.75,0.0023721,3.0098,0.0016173,3.0109,96.717,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.65,157.94,481.38,474.11,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.319,24.281,355.73,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.04,72.69,93.971,226.15,196.14,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.264,89.313,32.339,26.038,0.0017714,3.0119,0.0023721,3.0098,97.31,104.75,0.0023721,3.0098,0.0016173,3.0109,96.717,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.65,157.94,481.38,474.11,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.319,24.281,355.73,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.04,72.69,93.971,226.15,196.14,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.264,89.313,32.339,26.038,0.0017714,3.0119,0.0023721,3.0098,97.31,104.75,0.0023721,3.0098,0.0016173,3.0109,96.717,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.65,157.94,481.38,474.11,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.319,24.281,355.73,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.04,72.69,93.971,226.15,196.14,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.263,89.312,32.339,26.038,0.0017714,3.0119,0.0023721,3.0098,97.31,104.75,0.0023721,3.0098,0.0016173,3.0109,96.717,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.66,157.94,481.38,474.11,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.319,24.281,355.73,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.04,72.69,93.971,226.15,196.14,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.263,89.312,32.339,26.038,0.0017714,3.0119,0.0023721,3.0098,97.31,104.75,0.0023721,3.0098,0.0016173,3.0109,96.717,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.66,157.94,481.38,474.11,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.319,24.281,355.73,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.04,72.69,93.971,226.15,196.14,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.263,89.312,32.339,26.038,0.0017714,3.0119,0.0023721,3.0098,97.31,104.75,0.0023721,3.0098,0.0016173,3.0109,96.717,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.025,118.84,129.9,154.66,157.94,481.38,474.1,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.01,161.93,227.03,227.29,190.89,191.26,380.06,369.29,494.41,489.31,354.73,345.14,316.29,324.84,157.84,156.6,13.32,24.282,355.72,365.05,431.3,437.19,310.94,310.88,296.92,305.01,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.05,72.69,93.971,226.15,196.15,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.263,89.312,32.339,26.038,0.0017718,3.0119,0.0045624,3.0155,97.309,104.74,0.0045624,3.0155,0.0016171,3.0109,96.716,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.78,267.74,217.95,216.62,19.268,31.562
156.22,159.46,105.81,73.918,481.85,474.57,139.78,151.81,134.85,72.024,118.84,129.9,154.65,157.94,481.38,474.1,132.71,145.24,690.31,690.81,829.33,828.77,218.63,219.49,171.02,161.93,227.03,227.29,190.89,191.26,380.07,369.3,494.41,489.3,354.73,345.14,316.29,324.84,157.84,156.6,13.32,24.282,355.72,365.05,431.3,437.19,310.94,310.88,296.92,305,344.08,351.4,1315.4,1327.3,244.65,233.68,354.69,364.94,376.57,379.05,72.691,93.972,226.15,196.15,264.25,265.49,72.418,93.787,226.09,196.08,262.52,263.78,1450.5,1437.3,1482.6,1485.1,296.66,297.59,802.72,800.8,293.69,294.61,802.14,800.22,276.04,277.6,90.263,89.312,32.339,26.038,0.0047273,3.0087,0.0045637,3.0155,97.308,104.74,0.0045637,3.0155,0.0016169,3.0109,96.715,105.83,415.62,412.1,114.19,115.68,256.2,256.27,150.38,153.94,197.11,195.72,267.77,267.74,217.95,216.61,19.268,31.562
